ID	Name
RezzySaw	Rezzy Sawtooth Lead
DoublSaw	Double Sawtooth Lead
Dim Saw	Dim Sawtooth Lead
PulseSaw	Pulse Sawtooth Ld
VeloLead	Velocity Lead
SimplSaw	Simple Sawtooth
ElecPrim	Electric Primtive
DistLead	Distortion Lead
DaSyncLd	The Sync Lead
BrthLayr	Breathy Layer
5thLdSft	Fifth Lead Soft
RotarStr	Rotary Strings
PolyPd80	Poly Synth Pad 80
ClaviPad	Clavichord Pad
HrmoRain	Harmonic Rain
SynDrCmp	Synth Drum Comp
RndGlock	Round Glockenspiel
GlokChim	Glockenspiel Chimes
SftCryst	Soft Crystals
LoudGlok	Loud Glockenspiel
XmasBell	Chrismas Bells
VibraBel	Vibraphone Bells
DigiBell	Digital Bells
WarmAtms	Warm Atmosphere
HollwRls	Hollow Release
NylonEP.	Nylon Electric Piano
AtmosPad	Atmosphere Pad
DigiBmda	Digital Bermuda
FantaBel	Fantasy Bells
Reso&Pan	Resonant & Panning
Ana.Echo	Analog Echoes
DetSitar	Detuned Sitar
ElecBnjo	Electric Banjo
TiklBell	Tickle Bells
Gamelan	Gamelan Gongs
S.Gameln	Stereo Gamelan Gongs
GlasPerc	Glass Percussion
Mel Tom2	Melodic Tom 2
ElecPerc	Electric Percussion
Syn.Perc	Synth Percussion
RvCymbl2	Reverse Cymbal 2
RvCymbl3	Reverse Cymbal 3
RevSnare	Reverse Snare
RvSnare2	Reverse Snare 2
RConBaDr	Rev. Concert Bass Drum
Rev.Tom2	Reverse Tom 2
CutNoise	Cutting Noise
CutNoiz2	Cutting Noise 2
DstCutNz	Distorted Cutting Noise
Fl.KClik	Flute Key Click
CarTyreS	Car Tyre Squeal
TechnoHi	Techno Kit High
TechnoLo	Techno Kit Low
S. Latin	Small Latin Kit
AfroCuba	Live! Afro-Cuban Kit
AfrCuba2	Live! Afro-Cuban Kit 2
BrazilKt	Live! Brazillian Kit
PopLatin	Pop Laton Kit
DarkRoom	Dark Room Kit
NtrlFunk	Natural Funk Kit
Lv StdKt	Live! Standard Kit
LvFunkKt	Live! Funk Kit
Lv Brush	Live! Brush Kit
Std&Perc	Live! Standard+Perc Kit
FunkPerc	Live! Funk + Perc Kit
Brush&P.	Live! Brush + Perc Kit
PnoStPad	Piano Stereo Pad
StRichSt	Stage Rich Piano Stereo
PhaseClv	Phaser Clavichord
Fretles!	Fretless Bass!
SweetAlt	Sweet Alto Sax
F-NMusic	Female New Music
F-Coquet	Female Coquette
MM-Fall	MM Fall
MM-Clav3	MM Clavichord 3
MM-Vibe2	MM Vibraphone 2
DX-SLd 9	DX Square Lead 9
DirtySaw	Dirty Sawtooth Lead
Scratch2	Scratch Split
