ID	Name
StrSect3	String Section 3
Elec.Gtr	Electric Guitar 1
ElecGtr2	Electric Guitar 2
AcouBas2	Acoustic Bass 2
ElecBass	Electric Bass 1
ElecBas2	Electric Bass 2
BrasSec2	Brass Section 2
El.Perc2	Electric Perc 2
Standrd3	Standard Kit 3
StdrdL/R	Standard Kit L/R
AnalgKt2	Analog Kit 2
Brush2LR	Brush Kit 2 L/R
CymbalKt	Cymbal & Claps Kit
GamlnKt2	Gamelan Kit 2
RyFX Kit	Rhythm FX Kit
RyFX2 Kt	Rhythm FX Kit 2
RyFX3 Kt	Rhythm FX Kit 3
CymblKt2	Cymbal & Claps Kit 2
